TeamId,TeamName,SubmissionDate,Score
321745,asyaleush,"2016-05-08 11:56:18",0.64128
327486,ZigZag,"2016-05-08 12:26:53",0.63859
327486,ZigZag,"2016-05-08 12:48:43",0.64184
327486,ZigZag,"2016-05-08 13:12:07",0.64423
321702,tsuzuki,"2016-05-08 15:24:11",0.73704
321702,tsuzuki,"2016-05-08 15:42:42",0.73999
321022,leventis_vamvakas,"2016-05-08 16:11:48",0.77154
321842,"Pavel Blinov","2016-05-08 16:15:27",0.71831
321022,leventis_vamvakas,"2016-05-08 16:22:13",0.78025
321842,"Pavel Blinov","2016-05-08 16:25:27",0.73149
321842,"Pavel Blinov","2016-05-08 16:54:19",0.73590
321392,alexandreyc,"2016-05-08 17:42:27",0.74142
321866,"Gershon Celniker","2016-05-08 17:47:24",0.64128
321867,"who @m !","2016-05-08 18:00:02",0.64128
321894,"Jason Miller","2016-05-08 18:49:19",0.64128
321022,leventis_vamvakas,"2016-05-08 19:37:30",0.79261
320892,DL,"2016-05-08 20:11:09",0.74785
321842,"Pavel Blinov","2016-05-08 20:21:40",0.73959
320741,Ravi,"2016-05-08 21:30:44",0.64128
321956,Kartell,"2016-05-08 21:48:34",0.62062
321702,tsuzuki,"2016-05-09 00:23:38",0.74162
321343,andrekos,"2016-05-09 00:31:43",0.74331
322035,Brox,"2016-05-09 03:26:43",0.64128
321202,TheQuants,"2016-05-09 05:18:29",0.79874
321149,wajz,"2016-05-09 05:51:27",0.81911
322057,"rajkumar bn","2016-05-09 06:03:43",0.64128
322071,JohnM,"2016-05-09 06:32:13",0.64034
322080,AxelGoblet,"2016-05-09 07:14:17",0.62667
321842,"Pavel Blinov","2016-05-09 07:44:15",0.75321
321022,leventis_vamvakas,"2016-05-09 07:47:06",0.79823
322129,Cuñaaaaaos,"2016-05-09 09:37:12",0.51035
322129,Cuñaaaaaos,"2016-05-09 10:05:06",0.52708
321702,tsuzuki,"2016-05-09 11:50:50",0.76703
321202,TheQuants,"2016-05-09 12:27:48",0.79896
320969,DarmetLudovic,"2016-05-09 14:28:29",0.72086
320745,DataMinders,"2016-05-09 14:29:31",0.81277
320745,DataMinders,"2016-05-09 14:44:36",0.81831
320745,DataMinders,"2016-05-09 14:46:00",0.82079
320745,DataMinders,"2016-05-09 14:47:31",0.82492
320745,DataMinders,"2016-05-09 14:52:16",0.82748
321149,wajz,"2016-05-09 15:02:13",0.83105
322251,"8 + 9 = 11","2016-05-09 16:42:10",0.75591
322276,caiomsouza,"2016-05-09 17:14:32",0.64128
321022,leventis_vamvakas,"2016-05-09 17:27:55",0.79852
322323,"Niranjan Singh","2016-05-09 19:23:16",0.64128
322251,"8 + 9 = 11","2016-05-09 20:15:32",0.77918
328240,amsqr_run2,"2016-05-09 21:12:47",0.65917
322386,BertranddC,"2016-05-09 22:25:20",0.72199
322422,anooparoor,"2016-05-10 01:17:24",0.50065
322444,tkchka,"2016-05-10 02:30:44",0.61952
322444,tkchka,"2016-05-10 02:33:06",0.64128
320746,im,"2016-05-10 03:32:37",0.64323
328240,amsqr_run2,"2016-05-10 06:35:53",0.66737
320969,DarmetLudovic,"2016-05-10 07:26:39",0.72372
322552,huskar,"2016-05-10 08:56:42",0.64128
322129,Cuñaaaaaos,"2016-05-10 09:37:26",0.67262
322568,max-con,"2016-05-10 10:05:08",0.61952
322575,"Anil Narassiguin","2016-05-10 10:18:33",0.61952
321022,leventis_vamvakas,"2016-05-10 10:38:55",0.81496
321202,TheQuants,"2016-05-10 10:48:10",0.81106
321343,andrekos,"2016-05-10 11:06:55",0.77270
321343,andrekos,"2016-05-10 11:56:45",0.77277
321702,tsuzuki,"2016-05-10 13:18:34",0.81306
321149,wajz,"2016-05-10 13:52:06",0.83577
321702,tsuzuki,"2016-05-10 14:21:48",0.82202
322643,"Группа крови - на рукаве","2016-05-10 14:24:31",0.76451
322386,BertranddC,"2016-05-10 16:39:52",0.74276
321022,leventis_vamvakas,"2016-05-10 18:04:02",0.81505
320745,DataMinders,"2016-05-10 18:46:06",0.83160
320745,DataMinders,"2016-05-10 19:06:51",0.83907
320745,DataMinders,"2016-05-10 19:10:07",0.83951
328240,amsqr_run2,"2016-05-10 19:12:04",0.72613
322714,EduardoUrquilla,"2016-05-10 19:19:27",0.67258
321202,TheQuants,"2016-05-10 19:57:42",0.87719
321022,leventis_vamvakas,"2016-05-10 20:27:03",0.81772
328240,amsqr_run2,"2016-05-10 20:42:31",0.74152
322251,"8 + 9 = 11","2016-05-10 21:21:43",0.79829
322737,SecretSasquatch,"2016-05-10 21:35:12",0.64128
322707,ADAD,"2016-05-10 21:47:21",0.77692
322798,"Tetsuro Tayama","2016-05-10 23:35:07",0.64128
321702,tsuzuki,"2016-05-11 00:25:55",0.83834
322817,"Michael Pawlus","2016-05-11 00:41:07",0.64128
322864,Lost,"2016-05-11 04:11:31",0.50086
322868,YalinZhu,"2016-05-11 04:24:19",0.64128
322876,"Changani Jagdish G","2016-05-11 05:06:55",0.64128
322864,Lost,"2016-05-11 05:26:00",0.72483
322707,ADAD,"2016-05-11 05:59:03",0.77845
322916,lh_teh,"2016-05-11 07:13:58",0.64128
328240,amsqr_run2,"2016-05-11 08:52:33",0.76443
322080,AxelGoblet,"2016-05-11 09:49:46",0.69432
322972,"Anton Nekhaev","2016-05-11 10:07:14",0.74506
322970,"Revenge of the Dodo","2016-05-11 10:07:27",0.49998
322972,"Anton Nekhaev","2016-05-11 10:34:07",0.75562
322972,"Anton Nekhaev","2016-05-11 10:37:26",0.75666
322970,"Revenge of the Dodo","2016-05-11 10:47:06",0.62882
322970,"Revenge of the Dodo","2016-05-11 12:21:16",0.68052
323014,vbk,"2016-05-11 12:48:49",0.68052
321149,wajz,"2016-05-11 14:04:58",0.83791
323046,default,"2016-05-11 14:38:40",0.68052
320990,$#0Ck~@Ve,"2016-05-11 15:48:48",0.68052
322707,ADAD,"2016-05-11 16:54:58",0.77899
320811,MA,"2016-05-11 17:00:21",0.68052
320773,SecondPlan,"2016-05-11 17:12:36",0.68052
322970,"Revenge of the Dodo","2016-05-11 18:14:59",0.76740
321202,TheQuants,"2016-05-11 18:17:54",0.87755
321202,TheQuants,"2016-05-11 18:39:11",0.88349
323173,"Ernst Wu","2016-05-11 19:35:46",0.68052
323166," sravn","2016-05-11 19:35:54",0.68052
322970,"Revenge of the Dodo","2016-05-11 19:36:01",0.77250
323166," sravn","2016-05-11 19:51:53",0.69080
323179,"Bhambhani Mohan","2016-05-11 19:54:09",0.74356
322817,"Michael Pawlus","2016-05-11 19:55:42",0.74356
323184,"Rodrigo Salas","2016-05-11 19:56:15",0.68052
323166," sravn","2016-05-11 20:29:33",0.76736
323292,КокаревВадим,"2016-05-11 21:51:46",0.74386
328240,amsqr_run2,"2016-05-11 21:58:04",0.79096
320773,SecondPlan,"2016-05-11 22:22:16",0.74356
321202,TheQuants,"2016-05-11 22:24:22",0.89543
323304,flashnik,"2016-05-11 22:25:07",0.74356
323306,lnicalo,"2016-05-11 22:29:20",0.74356
323301,lalthan,"2016-05-11 22:31:04",0.74356
323312,Outlier,"2016-05-11 22:34:25",0.73691
323312,Outlier,"2016-05-11 22:59:05",0.74584
323312,Outlier,"2016-05-11 23:17:51",0.74765
321343,andrekos,"2016-05-11 23:36:21",0.78295
323312,Outlier,"2016-05-11 23:46:41",0.75200
320830,Vahid,"2016-05-12 00:04:05",0.73969
323368,cydonia,"2016-05-12 00:05:12",0.75200
320830,Vahid,"2016-05-12 00:15:53",0.77062
320716,Mathn,"2016-05-12 01:11:19",0.75122
320716,Mathn,"2016-05-12 01:23:20",0.75139
320782,"Hyun Ook Ryu","2016-05-12 02:03:20",0.74356
320745,DataMinders,"2016-05-12 02:12:04",0.84083
320745,DataMinders,"2016-05-12 02:12:58",0.84149
323442,Quincy,"2016-05-12 03:18:05",0.74356
321243,"Nilotpal Sinha","2016-05-12 04:01:39",0.75200
322864,Lost,"2016-05-12 05:10:30",0.72827
320811,MA,"2016-05-12 05:34:21",0.75200
321202,TheQuants,"2016-05-12 06:01:10",0.89807
321020,"Vishanta Rayamajhi","2016-05-12 06:03:05",0.75200
323511,"Abhishek Simhadri","2016-05-12 06:19:59",0.75200
323529,"Markus Shepherd","2016-05-12 06:53:14",0.50065
323541,AppletonTower,"2016-05-12 07:21:17",0.74553
320741,Ravi,"2016-05-12 07:44:45",0.75200
323583,temld4,"2016-05-12 09:08:30",0.50065
322972,"Anton Nekhaev","2016-05-12 09:17:38",0.76199
320776,"Akila Wajirasena","2016-05-12 10:11:47",0.75200
323629,"Patrick Guzman","2016-05-12 10:12:22",0.50065
320745,DataMinders,"2016-05-12 10:29:16",0.84811
320904,"Ayman Khalafallah","2016-05-12 12:34:40",0.75200
320745,DataMinders,"2016-05-12 13:17:21",0.84957
323714,jdl37,"2016-05-12 13:35:10",0.75200
320745,DataMinders,"2016-05-12 13:50:46",0.85343
323575,"Edwin and Mark","2016-05-12 13:53:21",0.76776
323738,openneuron,"2016-05-12 14:04:27",0.75200
323737,"Robert'); DROP TABLE leaderboard;--","2016-05-12 14:06:13",0.49889
323737,"Robert'); DROP TABLE leaderboard;--","2016-05-12 14:15:51",0.49909
321022,leventis_vamvakas,"2016-05-12 14:18:02",0.82611
321702,tsuzuki,"2016-05-12 14:52:55",0.84039
323766,"Manas Ranjan Kar","2016-05-12 15:15:06",0.75200
323575,"Edwin and Mark","2016-05-12 15:18:51",0.77726
320990,$#0Ck~@Ve,"2016-05-12 15:48:24",0.77726
323312,Outlier,"2016-05-12 15:49:33",0.77726
323312,Outlier,"2016-05-12 16:01:35",0.78595
322970,"Revenge of the Dodo","2016-05-12 16:17:07",0.77726
321343,andrekos,"2016-05-12 16:24:32",0.78665
320811,MA,"2016-05-12 16:26:02",0.77726
323801,ArjoonnSharma,"2016-05-12 16:39:37",0.74356
320597,"Bojan Tunguz","2016-05-12 16:43:55",0.68052
320597,"Bojan Tunguz","2016-05-12 16:44:36",0.77726
323807,"Universal Entropy","2016-05-12 16:57:46",0.50065
321137,Testimate,"2016-05-12 17:33:41",0.77726
323839,Telcontar120,"2016-05-12 18:06:13",0.50065
320597,"Bojan Tunguz","2016-05-12 18:26:15",0.78488
321534,Reza,"2016-05-12 18:48:41",0.77726
321202,TheQuants,"2016-05-12 19:18:47",0.90252
321202,TheQuants,"2016-05-12 19:33:52",0.90561
327486,ZigZag,"2016-05-12 20:03:51",0.78845
322970,"Revenge of the Dodo","2016-05-12 20:26:16",0.78354
327486,ZigZag,"2016-05-12 20:36:50",0.78850
323914,Justfor,"2016-05-12 20:39:22",0.78354
327486,ZigZag,"2016-05-12 20:41:04",0.79200
323905,StringerBell,"2016-05-12 20:48:36",0.72792
321202,TheQuants,"2016-05-12 21:03:53",0.90917
320773,SecondPlan,"2016-05-12 21:21:25",0.78354
322251,"8 + 9 = 11","2016-05-12 21:24:45",0.81833
320745,DataMinders,"2016-05-12 21:27:16",0.85808
321202,TheQuants,"2016-05-12 21:43:46",0.91042
320891,ololobhi,"2016-05-12 21:57:47",0.78354
320990,$#0Ck~@Ve,"2016-05-12 23:50:58",0.78354
320597,"Bojan Tunguz","2016-05-13 00:02:19",0.78666
320597,"Bojan Tunguz","2016-05-13 00:16:49",0.79280
323983,iyarmolau,"2016-05-13 00:35:01",0.78354
322893,==>(AL)<==,"2016-05-13 00:45:20",0.78354
320597,"Bojan Tunguz","2016-05-13 02:22:51",0.79343
320830,Vahid,"2016-05-13 02:40:41",0.79345
322035,Brox,"2016-05-13 02:59:37",0.78354
323738,openneuron,"2016-05-13 03:57:22",0.78354
323312,Outlier,"2016-05-13 04:24:56",0.78705
323312,Outlier,"2016-05-13 04:33:40",0.78716
323905,StringerBell,"2016-05-13 05:06:39",0.78218
321337,(/\),"2016-05-13 05:47:24",0.78354
320811,MA,"2016-05-13 05:50:55",0.78354
324068,piotrszul,"2016-05-13 05:59:42",0.79251
321534,Reza,"2016-05-13 06:02:40",0.78354
324090,ForwardNetwork,"2016-05-13 07:21:51",0.78561
320776,"Akila Wajirasena","2016-05-13 08:07:05",0.78354
323046,default,"2016-05-13 08:13:33",0.78354
324068,piotrszul,"2016-05-13 08:13:51",0.79675
324121,kes367,"2016-05-13 09:06:12",0.78354
322707,ADAD,"2016-05-13 09:07:22",0.79116
320892,DL,"2016-05-13 09:50:08",0.78329
320892,DL,"2016-05-13 09:52:04",0.78354
320597,"Bojan Tunguz","2016-05-13 10:01:48",0.79396
321708,Pankaj,"2016-05-13 10:03:35",0.74356
324068,piotrszul,"2016-05-13 10:21:12",0.80696
320741,Ravi,"2016-05-13 10:33:19",0.78296
322972,"Anton Nekhaev","2016-05-13 10:49:45",0.78339
322707,ADAD,"2016-05-13 11:02:16",0.79141
320837,vrajs5,"2016-05-13 11:06:31",0.79240
328240,amsqr_run2,"2016-05-13 11:15:10",0.80073
322707,ADAD,"2016-05-13 11:18:05",0.79322
324167,online,"2016-05-13 11:24:28",0.50065
320811,MA,"2016-05-13 12:01:23",0.78427
320837,vrajs5,"2016-05-13 12:12:52",0.79300
320741,Ravi,"2016-05-13 12:14:05",0.78323
320597,"Bojan Tunguz","2016-05-13 12:40:56",0.79422
321343,andrekos,"2016-05-13 12:43:38",0.78920
320832,Contemplator,"2016-05-13 13:22:23",0.74356
323575,"Edwin and Mark","2016-05-13 14:00:00",0.80236
320867,"Adarsh Chavakula","2016-05-13 14:42:07",0.76949
322707,ADAD,"2016-05-13 14:45:00",0.87247
323714,jdl37,"2016-05-13 14:56:43",0.77726
323714,jdl37,"2016-05-13 14:57:14",0.78354
321343,andrekos,"2016-05-13 15:13:21",0.79355
323166," sravn","2016-05-13 15:14:20",0.78354
321202,TheQuants,"2016-05-13 15:26:14",0.91048
324263,"Colodrolo Kandeiro","2016-05-13 15:27:23",0.64128
324277,AL,"2016-05-13 15:55:38",0.79899
321149,wajz,"2016-05-13 16:15:56",0.84528
328240,amsqr_run2,"2016-05-13 16:19:44",0.81476
324288,ponythewhite,"2016-05-13 16:40:08",0.78216
322386,BertranddC,"2016-05-13 16:45:48",0.76731
323766,"Manas Ranjan Kar","2016-05-13 18:08:51",0.78354
324335,ZavodRobotov,"2016-05-13 19:22:20",0.75155
322643,"Группа крови - на рукаве","2016-05-13 19:45:05",0.76710
324353,"Sergei Bugrov","2016-05-13 19:52:35",0.78354
324358,Duplikate,"2016-05-13 20:01:08",0.69842
324363,KasiaKozakBartekMLHACK,"2016-05-13 20:09:52",0.74283
324288,ponythewhite,"2016-05-13 20:15:44",0.81060
321048,Etherqua,"2016-05-13 20:29:38",0.74356
321048,Etherqua,"2016-05-13 20:31:27",0.78354
321202,TheQuants,"2016-05-13 20:59:34",0.91096
322643,"Группа крови - на рукаве","2016-05-13 21:02:38",0.76845
323905,StringerBell,"2016-05-13 21:21:29",0.82837
320936,"Johnny Strings","2016-05-13 21:42:36",0.78354
322251,"8 + 9 = 11","2016-05-13 21:58:18",0.83572
322386,BertranddC,"2016-05-13 22:07:32",0.77512
324363,KasiaKozakBartekMLHACK,"2016-05-13 22:08:36",0.74438
322970,"Revenge of the Dodo","2016-05-13 22:10:30",0.78366
324363,KasiaKozakBartekMLHACK,"2016-05-13 22:46:13",0.75226
322386,BertranddC,"2016-05-13 22:58:16",0.79335
323983,iyarmolau,"2016-05-13 23:19:25",0.78366
322386,BertranddC,"2016-05-13 23:44:54",0.79694
324450,"start over","2016-05-14 01:35:06",0.78968
324363,KasiaKozakBartekMLHACK,"2016-05-14 02:09:11",0.77638
324450,"start over","2016-05-14 02:28:15",0.80555
321243,"Nilotpal Sinha","2016-05-14 04:51:48",0.78366
324499,.,"2016-05-14 04:57:44",0.75651
324450,"start over","2016-05-14 05:20:42",0.81184
320892,DL,"2016-05-14 07:54:52",0.78366
322386,BertranddC,"2016-05-14 07:59:19",0.81174
322386,BertranddC,"2016-05-14 08:11:56",0.81664
320867,"Adarsh Chavakula","2016-05-14 09:13:15",0.77918
324293,krysia,"2016-05-14 09:25:18",0.75125
323914,Justfor,"2016-05-14 10:09:16",0.78366
324363,KasiaKozakBartekMLHACK,"2016-05-14 10:31:52",0.78536
323166," sravn","2016-05-14 10:37:30",0.78430
323292,КокаревВадим,"2016-05-14 10:50:03",0.75415
320745,DataMinders,"2016-05-14 10:51:09",0.86476
322707,ADAD,"2016-05-14 11:29:38",0.87719
328240,amsqr_run2,"2016-05-14 11:36:00",0.81539
328240,amsqr_run2,"2016-05-14 11:42:34",0.81737
324589,Jpuigde,"2016-05-14 11:44:50",0.50111
323166," sravn","2016-05-14 11:53:47",0.78503
321534,Reza,"2016-05-14 12:01:56",0.78366
321343,andrekos,"2016-05-14 12:36:15",0.82917
323166," sravn","2016-05-14 12:43:38",0.78556
324602,PSJ,"2016-05-14 12:50:14",0.60872
324363,KasiaKozakBartekMLHACK,"2016-05-14 13:16:54",0.80180
324602,PSJ,"2016-05-14 13:31:32",0.74310
320990,$#0Ck~@Ve,"2016-05-14 13:41:53",0.78366
324602,PSJ,"2016-05-14 15:09:01",0.74767
321202,TheQuants,"2016-05-14 15:41:22",0.91116
322386,BertranddC,"2016-05-14 17:13:31",0.82507
320891,ololobhi,"2016-05-14 17:21:25",0.83106
328240,amsqr_run2,"2016-05-14 17:34:33",0.81766
320891,ololobhi,"2016-05-14 17:53:20",0.85521
327486,ZigZag,"2016-05-14 17:59:34",0.79300
324720,benjo,"2016-05-14 18:19:17",0.62379
324303,MichałWoś,"2016-05-14 18:31:33",0.49969
324720,benjo,"2016-05-14 18:53:26",0.77528
320904,"Ayman Khalafallah","2016-05-14 19:42:13",0.78366
324335,ZavodRobotov,"2016-05-14 19:45:31",0.77752
320891,ololobhi,"2016-05-14 20:15:41",0.85618
321048,Etherqua,"2016-05-14 20:26:26",0.78366
320745,DataMinders,"2016-05-14 21:34:48",0.86674
320703,"Russ Boucher","2016-05-14 21:38:22",0.78366
324812,SOP,"2016-05-14 23:11:55",0.78366
324704,theFuture,"2016-05-14 23:36:25",0.26861
320716,Mathn,"2016-05-14 23:37:43",0.78443
321343,andrekos,"2016-05-14 23:39:24",0.83062
321343,andrekos,"2016-05-14 23:42:17",0.83403
324704,theFuture,"2016-05-14 23:42:18",0.73139
324704,theFuture,"2016-05-14 23:45:15",0.76151
321022,leventis_vamvakas,"2016-05-15 00:47:18",0.82831
324704,theFuture,"2016-05-15 00:58:13",0.76846
322643,"Группа крови - на рукаве","2016-05-15 02:16:50",0.79364
322035,Brox,"2016-05-15 03:52:00",0.78366
324899,"Jacob Petersen","2016-05-15 05:27:41",0.74504
321031,"La BarraCUDA  ><_(º>","2016-05-15 07:16:42",0.63765
321337,(/\),"2016-05-15 07:53:45",0.78366
321202,TheQuants,"2016-05-15 07:58:11",0.91377
324922,seiyab,"2016-05-15 08:06:04",0.73570
324942,IlyaKozlov,"2016-05-15 08:35:29",0.66559
323905,StringerBell,"2016-05-15 08:52:19",0.82861
324942,IlyaKozlov,"2016-05-15 09:08:11",0.68558
322707,ADAD,"2016-05-15 09:22:38",0.88098
324720,benjo,"2016-05-15 09:24:03",0.77867
320686,ak,"2016-05-15 10:03:55",0.78323
321202,TheQuants,"2016-05-15 10:09:52",0.92208
323737,"Robert'); DROP TABLE leaderboard;--","2016-05-15 10:26:14",0.49971
324720,benjo,"2016-05-15 10:32:34",0.77922
320745,DataMinders,"2016-05-15 12:01:52",0.86785
320745,DataMinders,"2016-05-15 12:13:33",0.86785
323471,"Denis Medyantsev","2016-05-15 13:26:21",0.71992
323807,"Universal Entropy","2016-05-15 14:07:46",0.50073
325027,"Mark Peng","2016-05-15 14:22:08",0.77493
320745,DataMinders,"2016-05-15 14:25:08",0.87985
325029,Scirpus,"2016-05-15 14:27:52",0.78443
320743,A.Antonov,"2016-05-15 14:30:18",0.78366
325031,glefait,"2016-05-15 14:37:11",0.80367
325027,"Mark Peng","2016-05-15 15:15:52",0.78665
323737,"Robert'); DROP TABLE leaderboard;--","2016-05-15 15:39:42",0.76215
321343,andrekos,"2016-05-15 15:46:48",0.83702
321149,wajz,"2016-05-15 16:51:05",0.86758
321343,andrekos,"2016-05-15 17:22:22",0.83764
323737,"Robert'); DROP TABLE leaderboard;--","2016-05-15 17:27:35",0.76302
323737,"Robert'); DROP TABLE leaderboard;--","2016-05-15 17:57:47",0.77503
325095,Pseudo,"2016-05-15 18:20:25",0.78366
322707,ADAD,"2016-05-15 21:24:34",0.88153
321031,"La BarraCUDA  ><_(º>","2016-05-15 21:58:26",0.72060
320745,DataMinders,"2016-05-15 22:16:02",0.88078
